symbol_id,time_exchange,time_coinapi,ask_price,ask_size,bid_price,bid_size
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-09T11:21:39.9782812Z,2018-11-09T11:21:40.0308911Z,0.009,14.7,0.006,4.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-09T12:00:03.7604492Z,2018-11-09T12:00:34.6150516Z,0.009,14.5,0.006,10.5
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-09T13:02:38.7498834Z,2018-11-09T13:03:11.9760243Z,0.009,14.5,0.006,7.5
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-09T14:00:51.4919179Z,2018-11-09T14:00:51.5602819Z,0.009,15.1,0.006,7.6
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-09T15:00:14.7674609Z,2018-11-09T15:00:43.3097319Z,0.009,4.0,0.006,10.6
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-09T16:33:00.8346965Z,2018-11-09T16:33:36.1161944Z,0.009,10.4,0.006,4.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-09T17:00:42.6644524Z,2018-11-09T17:01:16.1075697Z,0.009,10.5,0.006,4.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-09T20:48:11.7087906Z,2018-11-09T20:48:43.1365958Z,0.0055,5.0,0.003,15.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-09T21:02:53.7912434Z,2018-11-09T21:03:28.3055373Z,0.0055,5.0,0.0035,8.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-10T02:17:18.8166643Z,2018-11-10T02:17:49.4588279Z,0.0055,5.0,0.0035,12.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-10T03:05:39.4825081Z,2018-11-10T03:06:10.5449952Z,0.0055,5.0,0.0035,12.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-10T13:25:14.7310674Z,2018-11-10T13:25:14.9744805Z,0.0055,10.4,0.0035,12.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-10T14:09:05.9236841Z,2018-11-10T14:09:37.3055953Z,0.0055,5.0,0.0035,12.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-10T15:14:27.0295599Z,2018-11-10T15:14:53.3421954Z,0.006,5.4,0.0035,12.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-10T16:28:54.9780236Z,2018-11-10T16:28:59.4238868Z,0.005,5.0,0.0035,9.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-10T17:17:52.7859230Z,2018-11-10T17:18:26.8459710Z,0.0055,5.5,0.0035,9.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-10T18:02:53.0262363Z,2018-11-10T18:02:53.0894906Z,0.0055,5.4,0.0035,12.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-10T19:13:49.9618415Z,2018-11-10T19:14:24.7796208Z,0.005,5.0,0.0035,12.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-10T20:05:16.1142008Z,2018-11-10T20:05:50.0481637Z,0.005,5.0,0.0035,12.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-11T00:57:09.7376393Z,2018-11-11T00:57:44.1265045Z,0.005,5.0,0.004,7.1
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-11T09:16:48.4333161Z,2018-11-11T09:16:48.8556593Z,0.005,5.0,0.004,3.1
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-11T10:51:24.4216281Z,2018-11-11T10:51:24.5047546Z,0.005,3.2,0.004,7.1
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-11T11:20:37.0388494Z,2018-11-11T11:20:37.7086501Z,0.007,0.1,0.005,1.8
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-11T13:06:40.4571397Z,2018-11-11T13:06:41.0233878Z,0.0055,5.4,0.005,1.8
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-11T14:49:40.8162810Z,2018-11-11T14:49:41.9885244Z,0.0055,5.4,0.005,0.1
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-11T15:02:07.8705415Z,2018-11-11T15:02:07.9244043Z,0.0055,5.4,0.004,7.1
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-11T16:22:16.4896297Z,2018-11-11T16:22:17.0639832Z,0.006,5.4,0.004,7.1
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-11T17:35:33.4698310Z,2018-11-11T17:35:37.0791782Z,0.006,5.4,0.004,7.1
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-11T19:37:20.6685837Z,2018-11-11T19:37:21.0756720Z,0.0055,5.4,0.004,7.1
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-11T20:18:18.2353892Z,2018-11-11T20:18:18.3169990Z,0.0055,5.4,0.004,7.1
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-11T21:10:38.6311255Z,2018-11-11T21:10:38.7903218Z,0.006,5.4,0.004,7.1
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-11T22:21:04.3088803Z,2018-11-11T22:21:04.3564248Z,0.006,5.4,0.004,9.1
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-12T01:32:22.7484321Z,2018-11-12T01:32:23.3331049Z,0.008,7.0,0.004,9.1
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-12T02:21:49.2699259Z,2018-11-12T02:21:49.3205663Z,0.009,14.0,0.004,9.1
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-12T03:22:29.3834532Z,2018-11-12T03:22:29.5024510Z,0.009,14.3,0.004,9.1
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-12T04:37:07.4504966Z,2018-11-12T04:37:08.0608060Z,0.009,14.3,0.004,9.1
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-12T05:23:28.0007381Z,2018-11-12T05:23:33.3853849Z,0.0085,9.0,0.004,9.1
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-12T06:25:55.2838393Z,2018-11-12T06:25:55.3550816Z,0.0085,7.0,0.004,7.1
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-12T07:13:56.8310136Z,2018-11-12T07:14:23.8384538Z,0.0075,12.6,0.0045,9.5
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-12T08:00:29.7472091Z,2018-11-12T08:00:30.2272513Z,0.0075,12.9,0.0045,13.3
